shipment_id,date,client_id,location_id,line_id
665,2024-11-28,8,22,8
666,2024-11-28,8,22,85
667,2024-11-28,4,22,94
668,2024-11-28,5,22,15
669,2024-11-28,4,31,4
670,2024-11-28,3,31,28
671,2024-11-28,7,31,42
672,2024-11-28,4,31,22
673,2024-11-28,2,31,56
674,2024-11-28,7,31,14
675,2024-11-28,2,31,93
676,2024-11-28,9,31,57
677,2024-11-28,1,31,38
678,2024-11-28,1,31,85
679,2024-11-28,9,22,46
680,2024-11-28,4,31,38
681,2024-11-28,4,31,11
682,2024-11-28,6,22,63
683,2024-11-28,6,22,11
684,2024-11-28,10,22,98
685,2024-11-28,7,22,71
686,2024-11-28,8,22,37
687,2024-11-28,1,31,34
688,2024-11-28,6,22,10
689,2024-11-28,5,31,54
690,2024-11-28,8,31,74
691,2024-11-28,4,22,59
692,2024-11-28,9,22,97
693,2024-11-28,5,31,92
694,2024-11-28,1,31,2
695,2024-11-28,1,31,6
696,2024-11-28,1,31,91
697,2024-11-28,6,31,36
698,2024-11-28,3,31,36
699,2024-11-28,4,31,77
700,2024-11-28,6,22,3
701,2024-11-28,9,31,21
702,2024-11-28,7,22,57
703,2024-11-28,9,22,80
704,2024-11-28,1,31,76
705,2024-11-28,3,22,53
706,2024-11-28,5,22,69
707,2024-11-28,3,22,4
708,2024-11-28,5,31,89
709,2024-11-28,3,22,3
710,2024-11-28,8,22,19
711,2024-11-28,6,31,1
712,2024-11-28,1,31,26
713,2024-11-28,8,22,1
714,2024-11-28,4,31,5
715,2024-11-28,6,22,40
716,2024-11-28,2,31,45
717,2024-11-28,6,31,66
718,2024-11-28,8,31,55
719,2024-11-28,3,22,4
720,2024-11-28,3,31,93
721,2024-11-28,7,31,60
722,2024-11-28,3,31,62
723,2024-11-28,6,31,37
724,2024-11-28,9,22,70
725,2024-11-28,6,31,44
726,2024-11-28,5,31,64
727,2024-11-28,3,22,40
728,2024-11-28,3,31,86
729,2024-11-28,3,22,63
730,2024-11-28,9,31,82
731,2024-11-28,7,22,6
732,2024-11-28,3,22,88
733,2024-11-28,1,22,97
734,2024-11-28,8,31,87
735,2024-11-28,5,22,61
736,2024-11-28,6,22,66
737,2024-11-28,4,31,64
738,2024-11-28,8,31,72
739,2024-11-28,7,22,97
740,2024-11-28,4,22,35
741,2024-11-28,2,31,30
742,2024-11-28,5,31,93
743,2024-11-28,2,31,87
744,2024-11-28,1,22,7
745,2024-11-28,7,31,62
746,2024-11-28,1,31,76
747,2024-11-28,2,31,87
748,2024-11-28,6,31,85
749,2024-11-28,3,31,5
750,2024-11-28,10,31,8
751,2024-11-28,6,22,86
752,2024-11-28,2,31,77
753,2024-11-28,1,31,65
754,2024-11-28,6,22,86
755,2024-11-28,8,31,69
756,2024-11-28,5,22,14
757,2024-11-28,7,31,21
758,2024-11-28,4,22,91
759,2024-11-28,10,22,61
760,2024-11-28,6,22,38
761,2024-11-28,1,22,83
762,2024-11-28,7,31,23
763,2024-11-28,6,22,34
764,2024-11-28,7,31,35
765,2024-11-28,10,22,11
766,2024-11-28,7,31,76
767,2024-11-28,9,22,85
768,2024-11-28,3,22,52
769,2024-11-28,2,22,86
770,2024-11-28,2,31,8
771,2024-11-28,4,31,16
772,2024-11-28,7,22,42
773,2024-11-28,7,22,51
774,2024-11-28,7,22,89
775,2024-11-28,5,31,81
776,2024-11-28,9,31,12
777,2024-11-28,6,31,85
778,2024-11-28,4,22,77
779,2024-11-28,5,22,48
780,2024-11-28,7,31,85
781,2024-11-28,7,22,13
782,2024-11-28,2,31,54
783,2024-11-28,1,31,45
784,2024-11-28,1,31,66
785,2024-11-28,8,31,5
786,2024-11-28,2,31,9
787,2024-11-28,7,31,26
788,2024-11-28,10,22,61
789,2024-11-28,7,31,77
790,2024-11-28,6,31,34
791,2024-11-28,10,22,25
792,2024-11-28,10,31,29
793,2024-11-28,5,31,41
794,2024-11-28,6,22,5
795,2024-11-28,10,31,84
796,2024-11-28,10,31,68
797,2024-11-28,1,22,5
798,2024-11-28,4,22,78
799,2024-11-28,6,22,39
800,2024-11-28,3,31,95
801,2024-11-28,5,22,59
802,2024-11-28,4,22,35
803,2024-11-28,7,22,18
804,2024-11-28,1,31,52
805,2024-11-28,8,22,15
806,2024-11-28,9,31,50
807,2024-11-28,2,31,45
808,2024-11-28,8,31,95
809,2024-11-28,9,22,91
810,2024-11-28,7,22,22
811,2024-11-28,7,22,6
812,2024-11-28,6,22,81
813,2024-11-28,4,22,12
814,2024-11-28,5,31,64
815,2024-11-28,2,22,71
816,2024-11-28,8,22,91
817,2024-11-28,4,31,48
818,2024-11-28,10,22,36
819,2024-11-28,2,31,19
820,2024-11-28,9,22,8
821,2024-11-28,9,31,49
822,2024-11-28,6,31,32
823,2024-11-28,6,31,2
824,2024-11-28,2,31,34
825,2024-11-28,7,31,51
826,2024-11-28,2,31,56
827,2024-11-28,1,22,20
828,2024-11-28,4,31,30
829,2024-11-28,10,31,85
830,2024-11-28,2,31,15
831,2024-11-28,1,31,51
832,2024-11-28,6,31,32
833,2024-11-28,6,22,31
834,2024-11-28,8,22,54
835,2024-11-28,1,22,95
836,2024-11-28,2,22,90
837,2024-11-28,4,31,39
838,2024-11-28,10,31,51
839,2024-11-28,1,22,40
840,2024-11-28,4,22,15
841,2024-11-28,8,31,36
842,2024-11-28,9,22,77
843,2024-11-28,6,31,90
844,2024-11-28,6,22,76
845,2024-11-28,1,31,87
846,2024-11-28,9,31,25
847,2024-11-28,5,31,37
848,2024-11-28,7,31,45
849,2024-11-28,5,31,51
850,2024-11-28,7,31,13
851,2024-11-28,5,31,29
852,2024-11-28,2,31,50
853,2024-11-28,8,31,15
854,2024-11-28,9,31,61
855,2024-11-28,2,31,35
856,2024-11-28,10,31,15
857,2024-11-28,5,31,76
858,2024-11-28,8,22,79
859,2024-11-28,5,31,14
860,2024-11-28,10,31,16
861,2024-11-28,1,22,70
862,2024-11-28,8,31,98
863,2024-11-28,4,22,18
864,2024-11-28,5,31,5
865,2024-11-28,8,22,86
866,2024-11-28,3,22,76
867,2024-11-28,2,31,42
868,2024-11-28,3,31,15
869,2024-11-28,10,31,31
870,2024-11-28,6,31,90
871,2024-11-28,1,31,40
872,2024-11-28,4,22,94
873,2024-11-28,10,31,12
874,2024-11-28,3,31,20
875,2024-11-28,7,31,73
876,2024-11-28,5,31,93
877,2024-11-28,4,22,7
878,2024-11-28,8,31,88
879,2024-11-28,6,22,57
880,2024-11-28,10,22,53
881,2024-11-28,5,31,79
882,2024-11-28,3,31,1
883,2024-11-28,5,31,12
884,2024-11-28,4,22,69
885,2024-11-28,7,31,59
886,2024-11-28,9,22,87
887,2024-11-28,8,22,41
888,2024-11-28,9,22,51
889,2024-11-28,5,31,14
890,2024-11-28,8,31,12
891,2024-11-28,1,31,48
892,2024-11-28,1,31,53
893,2024-11-28,7,22,65
894,2024-11-28,9,22,25
895,2024-11-28,1,22,59
896,2024-11-28,7,31,56
897,2024-11-28,2,22,36
898,2024-11-28,8,22,16
899,2024-11-28,7,22,55
900,2024-11-28,5,22,52
901,2024-11-28,4,22,60
902,2024-11-28,3,22,21
903,2024-11-28,10,31,72
904,2024-11-28,10,31,89
905,2024-11-28,8,31,59
906,2024-11-28,6,31,31
907,2024-11-28,8,22,4
908,2024-11-28,7,31,62
909,2024-11-28,5,31,25
910,2024-11-28,10,31,33
911,2024-11-28,10,31,12
912,2024-11-28,5,22,30
913,2024-11-28,5,22,45
914,2024-11-28,2,22,59
915,2024-11-28,8,22,55
916,2024-11-28,3,31,8
917,2024-11-28,8,31,17
918,2024-11-28,4,31,21
919,2024-11-28,1,31,65
920,2024-11-28,3,22,74
921,2024-11-28,9,22,50
922,2024-11-28,3,22,93
923,2024-11-28,10,22,59
924,2024-11-28,9,31,65
925,2024-11-28,7,22,44
926,2024-11-28,10,31,91
927,2024-11-28,8,22,13
928,2024-11-28,10,31,2
929,2024-11-28,7,22,32
930,2024-11-28,1,22,78
931,2024-11-28,10,22,90
932,2024-11-28,7,22,48
933,2024-11-28,1,31,23
934,2024-11-28,8,22,67
935,2024-11-28,10,31,18
936,2024-11-28,6,22,36
937,2024-11-28,10,22,35
938,2024-11-28,10,22,21
939,2024-11-28,9,22,25
940,2024-11-28,8,31,24
941,2024-11-28,7,22,5
942,2024-11-28,1,31,3
943,2024-11-28,5,31,53
944,2024-11-28,3,31,69
945,2024-11-28,7,31,58
946,2024-11-28,1,22,82
947,2024-11-28,9,22,51
948,2024-11-28,9,31,78
949,2024-11-28,2,22,51
950,2024-11-28,8,22,25
951,2024-11-28,5,31,29
952,2024-11-28,1,22,12
953,2024-11-28,5,31,58
954,2024-11-28,10,22,60
955,2024-11-28,10,22,70
956,2024-11-28,10,22,46
957,2024-11-28,7,22,8
958,2024-11-28,4,31,83
959,2024-11-28,6,31,41
960,2024-11-28,6,22,45
961,2024-11-28,10,22,95
962,2024-11-28,6,22,76
963,2024-11-28,2,22,68
964,2024-11-28,5,31,28
965,2024-11-28,1,31,87
966,2024-11-28,1,31,75
967,2024-11-28,9,22,18
968,2024-11-28,10,31,76
969,2024-11-28,6,22,70
970,2024-11-28,10,22,37
971,2024-11-28,2,31,43
972,2024-11-28,2,22,32
973,2024-11-28,6,22,43
974,2024-11-28,5,22,50
975,2024-11-28,10,22,36
976,2024-11-28,7,22,10
977,2024-11-28,10,22,30
978,2024-11-28,5,22,67
979,2024-11-28,2,31,43
980,2024-11-28,3,31,57
981,2024-11-28,1,22,25
982,2024-11-28,8,22,3
983,2024-11-28,3,31,70
984,2024-11-28,8,22,19
985,2024-11-28,7,22,34
986,2024-11-28,9,22,1
987,2024-11-28,9,31,38
988,2024-11-28,9,22,76
989,2024-11-28,5,22,85
990,2024-11-28,3,31,57
991,2024-11-28,2,31,94
992,2024-11-28,2,22,6
993,2024-11-28,6,22,16
994,2024-11-28,9,22,32
995,2024-11-28,2,22,78
996,2024-11-28,8,31,19
997,2024-11-28,1,22,35
998,2024-11-28,7,22,84
999,2024-11-28,4,31,99
1000,2024-11-28,10,22,74
1001,2024-11-28,6,31,54
1002,2024-11-28,6,31,87
1003,2024-11-28,4,31,26
1004,2024-11-28,1,22,63
1005,2024-11-28,4,31,15
1006,2024-11-28,4,22,5
1007,2024-11-28,5,22,90
1008,2024-11-28,3,22,51
1009,2024-11-28,3,31,34
1010,2024-11-28,3,22,15
1011,2024-11-28,2,31,4
1012,2024-11-28,1,31,73
1013,2024-11-28,1,31,11
1014,2024-11-28,3,22,60
1015,2024-11-28,8,22,57
1016,2024-11-28,2,31,46
1017,2024-11-28,2,22,43
1018,2024-11-28,4,22,84
1019,2024-11-28,5,22,67
1020,2024-11-28,6,31,64
1021,2024-11-28,3,31,30
1022,2024-11-28,3,31,69
1023,2024-11-28,1,31,59
1024,2024-11-28,4,31,17
1025,2024-11-28,8,31,66
1026,2024-11-28,1,31,99
1027,2024-11-28,3,31,14
1028,2024-11-28,8,31,49
1029,2024-11-28,1,31,48
1030,2024-11-28,8,22,18
1031,2024-11-28,3,22,38
1032,2024-11-28,1,22,5
1033,2024-11-28,3,22,53
1034,2024-11-28,6,31,71
1035,2024-11-28,1,22,47
1036,2024-11-28,2,22,30
1037,2024-11-28,10,22,75
1038,2024-11-28,8,31,48
1039,2024-11-28,3,31,33
1040,2024-11-28,4,22,5
1041,2024-11-28,3,22,66
1042,2024-11-28,8,31,68
1043,2024-11-28,7,22,48
1044,2024-11-28,8,22,30
1045,2024-11-28,1,22,45
1046,2024-11-28,6,22,73
1047,2024-11-28,1,31,36
1048,2024-11-28,10,22,50
1049,2024-11-28,10,22,64
1050,2024-11-28,9,22,96
1051,2024-11-28,5,22,50
1052,2024-11-28,5,22,93
1053,2024-11-28,5,31,63
1054,2024-11-28,1,31,7
1055,2024-11-28,3,31,73
1056,2024-11-28,2,31,91
1057,2024-11-28,4,31,28
1058,2024-11-28,4,22,48
1059,2024-11-28,6,22,1
1060,2024-11-28,2,22,9
1061,2024-11-28,3,31,4
1062,2024-11-28,7,31,10
1063,2024-11-28,7,22,37
1064,2024-11-28,8,31,24
1065,2024-11-28,3,22,76
1066,2024-11-28,3,22,78
1067,2024-11-28,9,22,35
1068,2024-11-28,7,22,13
1069,2024-11-28,8,31,77
1070,2024-11-28,8,22,97
1071,2024-11-28,3,22,39
1072,2024-11-28,6,22,37
1073,2024-11-28,9,31,73
1074,2024-11-28,2,22,2
1075,2024-11-28,10,22,66
1076,2024-11-28,6,22,90
1077,2024-11-28,10,22,6
1078,2024-11-28,1,31,59
1079,2024-11-28,10,31,12
1080,2024-11-28,5,31,74
1081,2024-11-28,2,22,57
1082,2024-11-28,9,31,23
1083,2024-11-28,2,31,16
1084,2024-11-28,7,31,25
1085,2024-11-28,10,22,20
1086,2024-11-28,9,22,94
1087,2024-11-28,10,22,50
1088,2024-11-28,1,22,60
1089,2024-11-28,2,22,24
1090,2024-11-28,3,31,84
1091,2024-11-28,6,22,35
1092,2024-11-28,9,31,46
1093,2024-11-28,1,22,51
1094,2024-11-28,4,31,16
1095,2024-11-28,10,22,81
1096,2024-11-28,1,22,84
1097,2024-11-28,2,22,19
1098,2024-11-28,1,31,77
1099,2024-11-28,9,22,32
1100,2024-11-28,2,22,1
1101,2024-11-28,2,31,3
1102,2024-11-28,10,22,27
1103,2024-11-28,10,22,23
1104,2024-11-28,4,31,71
1105,2024-11-28,1,31,79
1106,2024-11-28,7,22,42
1107,2024-11-28,3,31,90
1108,2024-11-28,9,31,66
1109,2024-11-28,3,22,26
1110,2024-11-28,1,31,36
1111,2024-11-28,5,22,31
1112,2024-11-28,1,22,67
1113,2024-11-28,8,31,40
1114,2024-11-28,4,31,42
1115,2024-11-28,2,22,1
1116,2024-11-28,8,31,11
1117,2024-11-28,4,31,2
1118,2024-11-28,1,22,7
1119,2024-11-28,5,22,53
1120,2024-11-28,9,22,44
1121,2024-11-28,10,22,46
1122,2024-11-28,8,22,54
